annotation_id,event,tweet_id,tweet_text,humaid_label,gpt4o_label,gpt4o_confidence,humaid_gpt4o_agree,researcher_first_pass_primary,researcher_first_pass_secondary,researcher_first_pass_confidence,researcher_first_pass_ambiguous,researcher_first_pass_reason,claude_primary,claude_secondary,claude_confidence,claude_ambiguous,claude_reason,gemini_primary,gemini_secondary,gemini_confidence,gemini_ambiguous,gemini_reason,grok_primary,grok_secondary,grok_confidence,grok_ambiguous,grok_reason
AUDITV2_0303,hurricane_harvey_2017,901804793567596545,Texas Gov. Greg Abbott says flooding in Houston from #Harvey may be the worst the city has ever suffered.,not_humanitarian,infrastructure_and_utility_damage,0.9,no,infrastructure_and_utility_damage,other_relevant_information,3,no,Reports potentially record-setting Houston flooding.,infrastructure_and_utility_damage,,3,no,Governor states the flooding may be the city's worst ever.,infrastructure_and_utility_damage,other_relevant_information,3,no,Governor describes Houston flooding as potentially worst in city history.,infrastructure_and_utility_damage,other_relevant_information,2,yes,Flooding in Houston from Harvey may be the worst the city has ever suffered.
AUDITV2_0304,hurricane_harvey_2017,903686826740862976,"#Harvey: Dozens dead, thousands homeless, millions suffering. Yet Trump brags about crowd size/fame, lies he saw destruction first-hand. 🤔",injured_or_dead_people,injured_or_dead_people,0.8,yes,displaced_people_and_evacuations,injured_or_dead_people,2,yes,"Reports dozens dead, thousands homeless and widespread suffering.",injured_or_dead_people,displaced_people_and_evacuations,1,yes,Cites dozens dead and thousands homeless amid political criticism.,injured_or_dead_people,displaced_people_and_evacuations,2,yes,Highlights dozens dead and thousands homeless while criticizing presidential statements.,injured_or_dead_people,other_relevant_information,2,yes,Dozens dead thousands homeless millions suffering critique of Trump.
AUDITV2_0305,hurricane_irma_2017,908412852876308482,@realDonaldTrump The earthquake happened a week ago. If youre going to make excuses then at least come up with an accurate one.,not_humanitarian,not_humanitarian,0.9,yes,not_humanitarian,,3,no,Discusses an unrelated earthquake rather than Hurricane Irma.,other_relevant_information,not_humanitarian,1,yes,Vague political jab referencing the earthquake timing.,not_humanitarian,,3,no,Purely political reply criticizing Trump's statements with no disaster information.,other_relevant_information,,3,no,Critique of excuse timing about earthquake.
AUDITV2_0307,canada_wildfires_2016,730146223735209984,RT @AirbnbSuperhost: Our thoughts go out to everyone effected by the #FortMcMurray fire. #Airbnb hosts are offering free lodging,sympathy_and_support,rescue_volunteering_or_donation_effort,0.9,no,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,3,no,Hosts offer free lodging to wildfire-affected people.,rescue_volunteering_or_donation_effort,sympathy_and_support,2,yes,Hosts offering free lodging to those affected by the wildfire.,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,3,no,Reports Airbnb hosts offering free emergency lodging to wildfire evacuees.,sympathy_and_support,rescue_volunteering_or_donation_effort,2,yes,Thoughts go out Airbnb hosts offering free lodging.
AUDITV2_0308,kaikoura_earthquake_2016,797988403870502912,"Please donate to our special earthquake appeal. Help your neighbours, friends &amp; fellow Kiwis  #eqnz",requests_or_urgent_needs,rescue_volunteering_or_donation_effort,0.95,no,rescue_volunteering_or_donation_effort,,3,no,Direct earthquake-relief donation appeal.,rescue_volunteering_or_donation_effort,,3,no,Direct call to donate to an earthquake relief appeal.,rescue_volunteering_or_donation_effort,,3,no,Appeals for donations to special earthquake disaster relief appeal fund.,rescue_volunteering_or_donation_effort,,3,no,Please donate to special earthquake appeal help neighbours friends Kiwis.
AUDITV2_0309,cyclone_idai_2019,1109088331646816256,"Recommendations: (iv)Provide emergency access to healthcare for all those who are injured, in accordance with the constitutionally guaranteed right to access healthcare; #CycloneIdai",caution_and_advice,requests_or_urgent_needs,0.85,no,requests_or_urgent_needs,caution_and_advice,2,yes,Recommendation calls for emergency healthcare access for injured people.,requests_or_urgent_needs,injured_or_dead_people,2,yes,Recommends emergency healthcare access be provided to the injured.,rescue_volunteering_or_donation_effort,injured_or_dead_people,2,yes,Recommends providing emergency medical healthcare access to injured cyclone victims.,requests_or_urgent_needs,caution_and_advice,2,yes,Provide emergency access to healthcare for all those who are injured.
AUDITV2_0312,hurricane_harvey_2017,901805445899317248,"RT @MichaelDelauzon: As of 10am ET 5 dead, 1000+ rescued. Emergency crews still unable to reach worst-hit areas. #Texas #HurricaneHarvey",rescue_volunteering_or_donation_effort,injured_or_dead_people,0.9,no,rescue_volunteering_or_donation_effort,injured_or_dead_people,2,yes,"Reports 1,000+ rescued, deaths, and inaccessible areas.",injured_or_dead_people,rescue_volunteering_or_donation_effort,1,yes,"Reports 5 dead and over 1,000 rescued, with crews unable to reach some areas.",injured_or_dead_people,rescue_volunteering_or_donation_effort,2,yes,Reports 5 fatalities and over 1000 rescues with emergency crews unable to reach areas.,injured_or_dead_people,rescue_volunteering_or_donation_effort,2,yes,5 dead 1000+ rescued emergency crews still unable to reach worst-hit areas.
AUDITV2_0313,cyclone_idai_2019,1110459900700823553,"An estimated 900,000 children in Mozambique have been orphaned, separated from their families, made homeless, or otherwise affected by Cyclone Idai, officials say. Thats half of the 1.8 million people impacted overall.",displaced_people_and_evacuations,displaced_people_and_evacuations,0.85,yes,displaced_people_and_evacuations,missing_or_found_people,2,yes,"Children are orphaned, separated and made homeless by Idai.",missing_or_found_people,displaced_people_and_evacuations,1,yes,Reports children separated from families and made homeless by the cyclone.,displaced_people_and_evacuations,other_relevant_information,2,yes,"Reports 900,000 children orphaned, separated, or made homeless by Cyclone Idai.",displaced_people_and_evacuations,missing_or_found_people,2,yes,900000 children orphaned separated homeless or otherwise affected.
AUDITV2_0315,cyclone_idai_2019,1108272291736096768,Chamisa visit to #CycloneIdai hit areas a publicity stunt,not_humanitarian,not_humanitarian,0.85,yes,other_relevant_information,,3,no,Political commentary about a visit to cyclone-hit areas.,other_relevant_information,not_humanitarian,2,yes,Political criticism labeling a leader's disaster-area visit a publicity stunt.,not_humanitarian,other_relevant_information,3,no,Political commentary dismissing a politician's visit to disaster areas as a publicity stunt.,other_relevant_information,,3,no,Chamisa visit to Idai hit areas a publicity stunt.
AUDITV2_0316,california_wildfires_2018,1064452482024128512,@KamalaHarris @realDonaldTrump Kamala does nt gv a crap about the fire victims! This was just a Photo-Op 4 her as she attempts to take over America! All these poor victims are 4 her are potential votes”! She shld B N their shoes &amp; C how horrible of a tragedy this is! TRUMP 2020,not_humanitarian,sympathy_and_support,0.8,no,sympathy_and_support,other_relevant_information,2,yes,Political attack nonetheless emphasizes concern for wildfire victims and tragedy.,not_humanitarian,other_relevant_information,2,yes,Political attack framing a politician's visit as a campaign photo-op.,not_humanitarian,,3,no,Partisan political attack regarding wildfire victims with no actionable disaster information.,other_relevant_information,sympathy_and_support,2,yes,Political critique of photo-op regarding fire victims.
AUDITV2_0317,kerala_floods_2018,1034055111608135680,This is a dangerous trend. Such partisan politics can invoke severe repercussions that can potentially plunge the whole country into chaos. #KeralaFloods How #Kerala damaged its reputation and national conversation around calamities with petulant behaviour,not_humanitarian,not_humanitarian,0.85,yes,other_relevant_information,,3,no,Political commentary about Kerala's disaster response and public discourse.,other_relevant_information,not_humanitarian,2,yes,Meta commentary on partisan politics surrounding disaster coverage.,not_humanitarian,other_relevant_information,2,yes,Opinion piece discussing partisan politics and damaged reputation surrounding the Kerala floods.,other_relevant_information,,3,no,Critique of partisan politics around Kerala floods.
AUDITV2_0318,california_wildfires_2018,1062857229563387904,"@SenKamalaHarris @RonWyden That is totally true, but we have a genuine housing crisis in #California and it is getting worse with every wildfire destroying entire communities at a time. Please do something to address our needs! Rent control cant help when the supply of housing literally cannot meet demand",infrastructure_and_utility_damage,requests_or_urgent_needs,0.85,no,requests_or_urgent_needs,infrastructure_and_utility_damage,3,no,Directly asks officials to address housing needs worsened by wildfire destruction.,requests_or_urgent_needs,infrastructure_and_utility_damage,2,yes,States wildfires are worsening a housing crisis and asks officials to address needs.,infrastructure_and_utility_damage,other_relevant_information,2,yes,Discusses housing shortage crisis worsened by wildfires destroying communities.,infrastructure_and_utility_damage,requests_or_urgent_needs,2,yes,Housing crisis getting worse with every wildfire destroying communities.
AUDITV2_0320,hurricane_irma_2017,908411749677838338,Mexico cancelled its aid to the US. Not sure they are buying the no signal line!,other_relevant_information,not_humanitarian,0.95,no,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Commentary about Mexico canceling aid to the US.,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Comments on another country's decision to cancel aid to the US.,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Reports Mexico cancelling disaster aid offer to the US.,other_relevant_information,,3,no,Mexico cancelled its aid to the US.
AUDITV2_0322,hurricane_maria_2017,914825718160338944,"RT @DeptofDefense: For more on #DoD and #FEMA #HurricaneMaria relief efforts, watch this account, and check out @FEMA on Twitter.",other_relevant_information,other_relevant_information,0.85,yes,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Directs readers to official DoD/FEMA relief-effort updates.,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Points to official channel for updates on hurricane relief efforts.,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Directs public to official social media channels for DoD and FEMA relief updates.,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,DoD and FEMA Hurricane Maria relief efforts.
AUDITV2_0323,hurricane_irma_2017,907667403026386945,Victims of #HurricaneIrma Caribbean islands need your help.,requests_or_urgent_needs,requests_or_urgent_needs,0.85,yes,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,3,no,Explicitly says Caribbean Irma victims need help.,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,2,yes,States hurricane victims in the Caribbean need help.,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3,no,Calls for public aid to support victims of Hurricane Irma across Caribbean islands.,requests_or_urgent_needs,,3,no,Victims of Irma Caribbean islands need your help.
